Geneid	smallsample1.fastq_tophat/accepted_hits.bam	smallsample2.fastq_tophat/accepted_hits.bam
Klhl3	0	0
Mir874	0	0
Hnrnpa0	9	9
Idnk	1	0
Ubqln1	11	13
Gkap1	0	0
Kif27	0	0
Mir6369	0	0
2210016F16Rik	0	0
Hnrnpk	5	4
Mir7-1	0	0
Rmi1	0	4
Slc28a3	0	0
4930455J16Rik	0	0
Ntrk2	0	0
Agtpbp1	0	0
A230056J06Rik	0	0
Naa35	3	2
Golm1	6	7
4921517D22Rik	0	0
Spata31d1a	0	0
Spata31d1b	0	1
Spata31d1d	0	0
4930528D03Rik	0	0
Isca1	0	0
Etohd2	0	0
Zcchc6	2	3
A530065N20Rik	0	0
Gas1	1	0
Gm5084	0	0
Dapk1	2	1
BC051665	0	0
Ctsll3	0	0
4930486L24Rik	0	0
Ctla2b	0	0
Tpbpb	0	0
Ctla2a	0	0
Tpbpa	0	0
Ctsj	0	0
Ctsq	0	0
Ctsr	0	0
Cts6	0	0
Cts8	0	0
Cts8-ps	0	0
Cts7	0	0
Ctsm	0	0
Cts3	0	0
BC052688	0	1
Zfp808	2	0
Gm3604	1	0
Zfp935	0	0
Zfp934	0	0
6720489N17Rik	2	0
Mir713	0	0
Gm5141	0	0
Fbp2	0	0
Fbp1	0	0
2010111I01Rik	2	0
Gm16907	0	0
Mir23b	0	0
Mir27b	0	0
Mir3074-1	0	0
Mir24-1	0	0
Fancc	0	1
Ptch1	4	4
Ercc6l2	4	3
Hsd17b3	0	0
Slc35d2	0	0
Zfp367	2	1
Habp4	2	1
Cdc14b	2	2
1810034E14Rik	0	0
Aaed1	0	0
Ctsl	6	8
Cdk20	0	0
1190003K10Rik	0	0
Cntnap3	0	0
Spata31	0	0
Spata31d1c	0	0
Hiatl1	3	1
Olfr466	0	0
Nlrp4f	0	0
Zfp369	1	0
Gm10324	0	0
2410141K09Rik	0	0
Uqcrb	0	0
Gm10767	0	0
Mterfd1	2	1
Ptdss1	0	3
4933433G19Rik	0	0
Zfp712	0	0
Zfp708	0	1
Rslcan18	0	0
Zfp759	0	0
Rsl1	0	0
Zfp455	0	0
Zfp458	0	1
F630042J09Rik	1	0
Zfp457	0	0
Zfp595	0	0
Zfp953	0	0
Zfp456	0	0
Zfp429	0	0
Zfp459	0	0
Zfp874a	0	0
Zfp874b	0	0
Zfp58	0	0
Zfp87	0	3
Zfp748	1	1
AA987161	0	1
A530054K11Rik	1	0
Zfp738	0	1
Zfp65	0	0
Zfp85os	0	0
Zfp85	0	0
Zfp493	0	1
4930525G20Rik	0	0
Zfp273	0	0
BC048507	0	0
Mtrr	1	0
Fastkd3	0	0
1700001L19Rik	0	0
Adcy2	0	0
Papd7	1	3
Srd5a1	0	0
Nsun2	8	10
Ube2ql1	0	0
Med10	0	0
1700084F23Rik	0	0
4930520P13Rik	0	0
1700100L14Rik	0	0
BC018507	4	2
Adamts16	0	0
8030423J24Rik	0	0
Irx1	0	0
Gm20554	0	0
Irx2	0	0
D730050B12Rik	0	0
Irx4	0	0
Ndufs6	0	1
Mrpl36	1	2
D630045M09Rik	0	0
Lpcat1	1	1
Slc6a3	0	0
Clptm1l	6	1
Tert	0	1
Slc6a18	0	0
Slc6a19	0	0
Slc6a19os	0	0
Slc12a7	3	3
Nkd2	0	0
Trip13	1	0
Brd9	1	0
Zdhhc11	0	0
Tppp	0	0
Cep72	0	0
Slc9a3	0	0
Exoc3	1	1
Ahrr	0	0
Pdcd6	0	1
Sdha	9	10
Ccdc127	0	2
Lrrc14b	0	1
Zfp72	0	0
Mir692-2a	0	0
Mir692-2b	0	0
Zfp825	0	0
Erap1	0	0
Cast	1	0
Pcsk1	0	0
Mir682	0	0
Ell2	2	3
Glrx	0	0
Rhobtb3	0	1
Spata9	0	0
Rfesd	0	0
Gpr150	0	0
Arsk	0	1
Ttc37	0	1
Mctp1	0	0
Ankrd32	0	3
2210408I21Rik	0	0
Fam172a	0	0
Pou5f2	0	0
Nr2f1	0	0
A830082K12Rik	0	0
Arrdc3	8	5
5430425K12Rik	0	0
9330111N05Rik	0	0
Gpr98	0	0
Lysmd3	0	0
Polr3g	4	0
Mblac2	1	0
Cetn3	2	3
Mef2c	0	0
C130071C03Rik	0	0
Mir9-2	0	0
2810049E08Rik	0	0
Tmem161b	0	3
Ccnh	1	1
Rasa1	3	3
Cox7c	0	0
Edil3	0	0
Hapln1	0	0
Vcan	2	3
Xrcc4	0	0
Tmem167	1	0
Atp6ap1l	0	0
Rps23	0	0
Atg10	0	0
A830009L08Rik	0	0
Ssbp2	0	0
4833422C13Rik	0	0
Acot12	0	0
Zcchc9	1	1
Ckmt2	0	0
Rasgrf2	0	0
Msh3	1	2
Dhfr	0	2
Ankrd34b	0	0
Fam151b	0	0
Zfyve16	2	1
Spz1	0	0
Serinc5	0	2
Thbs4	0	0
Mtx3	0	0
Cmya5	0	0
Gm4814	0	0
A630019I02Rik	0	0
Papd4	0	0
Homer1	0	1
Jmy	0	2
Bhmt	0	0
Bhmt2	0	0
Dmgdh	0	0
AW495222	0	0
Arsb	0	0
Mir5624	0	0
Lhfpl2	0	0
Scamp1	2	1
Gm9776	0	0
Ap3b1	3	4
Tbca	0	2
Otp	0	0
Wdr41	0	1
Pde8b	0	0
Zbed3	1	1
Mir1940	0	0
Snora47	0	0
Aggf1	5	2
Crhbp	1	0
S100z	0	0
F2rl1	1	1
F2r	0	0
Iqgap2	4	3
F2rl2	0	0
Sv2c	0	0
Poc5	1	2
Ankdd1b	0	0
Polk	1	0
Col4a3bp	1	1
Hmgcr	1	4
Gcnt4	0	0
1700029F12Rik	0	0
Fam169a	10	9
Nsa2	0	2
Gfm2	2	0
Hexb	0	2
Enc1	6	4
Gm2373	6	6
Gm5086	0	0
Arhgef28	1	2
Utp15	3	4
Ankra2	1	1
Btf3	3	6
Foxd1	0	0
2310005E17Rik	0	0
Tmem174	0	0
Tmem171	0	0
Fcho2	2	1
Tnpo1	5	9
1700024P04Rik	0	0
2310020H05Rik	0	0
Zfp366	0	0
Ptcd2	3	4
Mrps27	2	1
6430562O15Rik	0	0
Map1b	6	5
Cartpt	0	0
Mccc2	0	0
Bdp1	3	1
Serf1	1	0
Smn1	1	1
Naip2	0	0
Naip5	0	0
Naip6	0	0
Naip7	0	0
Naip1	0	0
Gtf2h2	2	1
Ocln	0	0
Marveld2	0	0
Rad17	2	2
Taf9	1	4
Ak6	0	0
Ccdc125	1	0
Cdk7	1	2
Mrps36	0	0
Cenph	0	2
Ccnb1	5	3
Slc30a5	2	2
5930438M14Rik	0	0
4933416M06Rik	0	0
4922502H24Rik	0	0
Pik3r1	1	1
Cd180	0	0
Mast4	2	1
Srek1	1	1
Erbb2ip	4	4
Nln	6	4
Sgtb	0	0
Trappc13	1	4
Trim23	3	0
Ppwd1	1	2
Cenpk	0	0
Adamts6	0	0
Cwc27	2	2
Srek1ip1	0	0
Fam159b	0	0
Rgs7bp	0	0
4933425L06Rik	0	0
Rnf180	0	0
Htr1a	0	0
Ipo11	5	12
Dimt1	0	1
Kif2a	7	1
3830408C21Rik	0	0
AI197445	0	0
1700006H21Rik	0	0
Zswim6	3	0
Mir325	0	0
Smim15	2	3
Ndufaf2	0	0
Ercc8	0	1
Elovl7	0	0
Depdc1b	3	0
Pde4d	0	0
Mir582	0	0
Mir1904	0	0
Rab3c	0	0
Gapt	0	0
Plk2	2	2
3110015C05Rik	0	0
Actbl2	0	0
Gpbp1	6	6
Mier3	2	1
Map3k1	0	1
Ankrd55	0	0
Il6st	2	3
Il31ra	0	0
Ddx4	1	1
Slc38a9	2	1
Ppap2a	0	0
Skiv2l2	9	2
Dhx29	3	0
Ccno	0	0
Mcidas	0	0
Cdc20b	0	0
Mir449c	0	0
Mir449b	0	0
Mir449a	0	0
Gpx8	0	0
Gzma	0	0
Gzmk	0	0
Esm1	0	0
4921509O07Rik	0	0
Snx18	1	6
Hspb3	0	0
Arl15	3	4
A430090L17Rik	0	0
Ndufs4	1	1
Fst	0	0
4930544M13Rik	0	0
Mocs2	2	0
Itga2	0	0
Itga1	0	0
Pelo	2	0
Isl1	0	0
Parp8	0	0
Gm6416	0	0
Emb	11	12
Hcn1	0	0
4933413L06Rik	0	0
Mrps30	4	3
1700003P14Rik	0	0
Fgf10	0	0
Nnt	4	5
Paip1	2	1
4833420G17Rik	1	4
3110070M22Rik	0	0
Gm7120	0	0
Ccl28	0	0
1700074H08Rik	0	0
Hmgcs1	4	8
Nim1k	0	0
Zfp131	0	2
AF067063	0	0
Tcstv1	0	0
B020031M17Rik	0	0
Gm20767	0	0
AF067061	0	0
BC147527	0	0
Tcstv3	0	0
Gm2897	0	0
Gm5795	0	0
D830030K20Rik	0	0
1700110I01Rik	0	0
Gm10413	0	0
Gm3020	0	0
Gm10409	0	0
Gm10408	0	0
Gm3002	0	0
Gm5796	0	0
Gm3264	0	0
4930555G01Rik	0	0
Gm3317	0	0
Gm3488	0	0
Gm3500	0	0
Gm3383	0	0
LOC100861615	0	0
Gm10406	0	0
Gm3696	0	0
Gm5797	0	0
4933406F09Rik	0	0
Gm3558	0	0
Flnb	4	6
Dnase1l3	0	0
Abhd6	0	0
Rpp14	2	1
Pxk	0	0
Pdhb	2	2
Kctd6	0	0
Acox2	0	0
Fam107a	0	0
Oit1	0	0
4930452B06Rik	3	0
4930455B14Rik	0	0
Fhit	0	0
Mnd1-ps	0	0
Ptprg	5	5
3830406C13Rik	1	0
Fezf2	0	0
Cadps	0	0
Gm5087	0	0
Synpr	0	0
Sntn	0	0
Thoc7	2	3
Atxn7	0	0
Psmd6	4	4
Olfr720	0	0
Olfr31	0	0
Il3ra	0	0
Slc4a7	4	8
Nek10	0	0
Lrrc3b	0	0
Oxsm	0	1
Ngly1	0	0
Top2b	8	11
Rarb	0	1
Thrb	0	0
Nr1d2	1	0
Rpl15	4	3
Nkiras1	1	0
Ube2e1	0	1
Ube2e2	0	2
Gm5458	0	0
Nid2	9	10
2700060E02Rik	2	1
D14Ertd670e	0	0
Gng2	2	0
Saysd1	1	0
Kcnk5	1	2
Kcnk16	0	0
Nudt13	0	0
Ecd	5	3
Fam149b	3	0
Dnajc9	2	3
Mrps16	2	1
Ttc18	0	0
Anxa7	0	2
Mss51	0	0
Ppp3cb	3	3
1810062O18Rik	0	0
Usp54	4	1
Myoz1	0	0
Synpo2l	0	0
Sec24c	5	4
Mir6946	0	0
Fut11	0	0
6230400D17Rik	0	0
Chchd1	2	3
Zswim8	1	4
Ndst2	2	0
Camk2g	1	1
Plau	0	0
Vcl	11	3
Ap3m1	0	2
Adk	4	0
Kat6b	8	6
Dupd1	0	0
Dusp13	0	0
Samd8	1	1
Vdac2	4	3
Comtd1	1	1
Zfp503	1	1
1700112E06Rik	0	0
4930405A10Rik	0	0
Gm10248	0	0
Kcnma1	0	0
Mir7210	0	0
Dlg5	6	5
E330034G19Rik	0	0
Polr3a	1	2
Rps24	2	3
4930572O13Rik	0	0
Zmiz1	0	2
Mir3075	0	0
4931406H21Rik	0	0
Ppif	0	4
Ppifos	0	0
Zcchc24	0	2
Anxa11	6	4
Plac9b	0	0
Plac9a	0	0
Tmem254a	0	0
Tmem254b	0	0
Tmem254c	0	0
Cphx2	0	0
Cphx1	0	0
Duxbl3	0	0
Duxbl2	0	0
Duxbl1	0	0
4933413J09Rik	0	0
Slmap	1	4
Dennd6a	1	3
Arf4	5	5
Pde12	4	0
Mir7672	0	0
Asb14	0	0
Appl1	2	10
Hesx1	0	0
Il17rd	1	2
Arhgef3	0	1
Fam208a	8	4
Ccdc66	1	2
Erc2	0	0
Wnt5a	0	0
Cacna2d3	0	0
Lrtm1	0	0
Selk	0	0
Actr8	6	2
Mir6947	0	0
Il17rb	0	0
Chdh	0	0
Cacna1d	0	0
Dcp1a	4	1
Tkt	18	22
Mir3076	0	0
Prkcd	2	3
Rft1	1	0
Sfmbt1	1	4
Tmem110	0	1
Mustn1	0	0
Itih4	0	0
Itih3	0	0
Itih1	0	0
Nek4	0	0
Spcs1	1	0
Glt8d1	0	1
Gnl3	10	10
Snord69	0	0
Snord19	0	0
Pbrm1	4	6
Smim4	0	0
Nt5dc2	8	2
Stab1	0	0
Nisch	11	6
Tnnc1	0	0
Sema3g	0	0
Phf7	1	0
Bap1	5	3
Dnah1	0	0
Capn7	3	2
Sh3bp5	0	0
Mettl6	0	2
Eaf1	1	4
Colq	0	0
Hacl1	1	0
Btd	0	0
Ankrd28	3	0
Galnt15	0	0
Dph3	1	1
Oxnad1	2	0
Msmb	0	0
Ncoa4	0	1
Timm23	0	0
Parg	3	3
Ogdhl	9	10
1700024G13Rik	0	0
Chat	0	0
Slc18a3	0	0
Ercc6	1	0
Prrxl1	0	0
3425401B19Rik	0	0
1810011H11Rik	0	0
Fam170b	0	0
Vstm4	0	0
Wdfy4	0	1
Lrrc18	0	0
Arhgap22	0	1
Mapk8	2	3
Ptpn20	0	0
Gdf10	0	0
Gdf2	0	0
Rbp3	0	0
Zfp488	0	0
Gm5460	0	0
A630023A22Rik	0	0
Antxrl	0	0
Anxa8	1	0
Npy4r	0	0
Gprin2	1	0
Syt15	0	0
Fam35a	1	1
Glud1	6	7
Gm3219	2	0
Fam25c	0	1
Sncg	1	0
Mmrn2	1	1
Bmpr1a	5	5
9230112D13Rik	0	0
Ldb3	0	0
Opn4	0	0
Mir297-1	0	0
Wapal	10	9
Grid1	0	0
Mir346	0	0
4930596D02Rik	0	0
4930474N05Rik	0	0
Ccser2	1	1
Rgr	0	0
Lrit1	0	0
Lrit2	0	0
Cdhr1	0	0
2610528A11Rik	0	0
Ghitm	8	12
Nrg3	0	0
Nrg3os	0	0
1700109I08Rik	0	0
Sh2d4b	0	0
Tspan14	2	2
Fam213a	0	0
Dydc2	1	0
Dydc1	0	0
Mat1a	0	0
Sftpa1	0	0
Mbl1	0	0
Sftpd	0	0
Gm10377	0	0
1700091H14Rik	0	0
LOC101056136	0	0
1700001F09Rik	0	0
Gm10375	0	0
Ear1	0	0
Ear10	0	0
Ang3	0	0
Ang5	0	0
Ang6	0	0
Ear2	0	0
Ear12	0	0
Ear3	0	0
4930503E14Rik	0	0
1700047E10Rik	0	0
BC061237	0	0
Gm8267	0	0
Ptgdr	0	0
4930431P03Rik	0	0
Ptger2	0	0
Txndc16	0	1
Gpr137c	0	0
Ero1l	1	0
Psmc6	8	1
Styx	0	0
Gnpnat1	1	0
Fermt2	6	2
4930527F14Rik	0	0
Ddhd1	0	2
Mir5131	0	0
Gm15217	0	0
Bmp4	0	0
Rubie	0	0
4933425B07Rik	0	0
Cdkn3	0	0
Cnih1	2	2
Gmfb	7	11
Cgrrf1	0	0
Samd4	0	0
Gch1	0	0
Wdhd1	5	3
Socs4	1	0
Mapk1ip1l	13	7
Lgals3	0	0
Dlgap5	1	3
Fbxo34	0	1
Atg14	1	1
Ktn1	4	9
4930447J18Rik	0	0
Peli2	2	1
Gm6498	0	0
Tmem260	0	0
Otx2	4	4
Otx2os1	0	0
4933429O19Rik	0	0
Exoc5	3	2
Ap5m1	1	0
Naa30	1	0
1700011H14Rik	0	0
Slc35f4	0	0
3632451O06Rik	1	0
Olfr722	0	0
Olfr723	0	0
Olfr724	0	0
Olfr725	0	0
Olfr726	0	0
Olfr727	0	0
Olfr728	0	0
Olfr729	0	0
Olfr730	0	0
Olfr731	0	0
Olfr732	0	0
Olfr733	0	0
Olfr734	0	0
Olfr735	0	0
Tlr11	0	0
Olfr736	0	0
Olfr738	0	0
Olfr739	0	0
Olfr740	0	0
Olfr741	0	0
4930413M19Rik	0	0
Olfr742	0	0
Olfr743	0	0
Olfr744	0	0
Olfr745	0	0
Olfr746	0	0
Olfr747	0	0
Olfr748	0	0
Olfr749	0	0
Ttc5	0	0
Ccnb1ip1	0	0
Rpph1	0	0
Parp2	0	2
Tep1	0	1
Klhl33	0	0
Osgep	2	2
Apex1	0	2
Tmem55b	3	2
Pnp	0	1
Pnp2	0	0
Rnase10	0	0
Rnase9	0	0
Rnase11	0	0
Rnase12	0	0
Olfr750	0	0
Ang	0	0
Rnase4	0	0
Eddm3b	0	0
Rnase6	0	0
Rnase1	0	0
Rnase2b	0	0
Ang2	0	0
Ear4	0	0
Ear14	0	0
Rnase2a	0	0
4930597G03Rik	0	0
Vmn2r88	0	0
Vmn2r89	0	0
Gm5622	0	0
Gm5800	0	0
Ang4	0	0
AY358078	0	0
Ear6	0	0
Ear7	0	0
Mettl17	0	1
Slc39a2	0	0
Ndrg2	0	2
Tppp2	0	0
Rnase13	0	0
Arhgef40	1	1
Gm16617	0	0
Zfp219	6	5
Tmem253	0	0
Olfr221	0	0
Snord58b	0	0
Hnrnpc	12	6
Rpgrip1	0	0
Supt16	21	16
Chd8	8	2
Snord8	0	0
Rab2b	0	1
Tox4	4	5
Mettl3	2	1
Sall2	1	1
Olfr1513	0	0
Olfr1512	0	0
Olfr1511	0	0
Olfr1510	0	0
Olfr1509	0	0
Olfr1508	0	0
Olfr1507	0	0
A430107P09Rik	0	0
Dad1	1	2
Abhd4	3	6
Olfr49	0	0
Oxa1l	3	4
Slc7a7	5	6
Mrpl52	0	0
Mmp14	1	1
Lrp10	1	0
Rem2	0	0
Prmt5	7	6
Haus4	2	1
Ajuba	3	6
4931414P19Rik	0	0
Psmb5	0	2
Mir686	0	0
Psmb11	0	0
Cdh24	1	0
Acin1	10	11
Mir6948	0	0
4930579G18Rik	0	0
1700123O20Rik	2	2
Cebpe	0	0
Slc7a8	1	1
Homez	1	1
Ppp1r3e	0	0
Bcl2l2	1	1
Pabpn1	11	11
Slc22a17	0	1
Efs	0	1
Il25	0	0
Cmtm5	0	0
Myh6	0	0
Mir208a	0	0
D830015G02Rik	0	0
Myh7	0	0
Mir208b	0	0
Ngdn	0	2
Gm10364	0	0
Zfhx2	0	0
Zfhx2os	0	0
Thtpa	0	0
Ap1g2	1	0
Jph4	0	0
Dhrs2	0	0
Dhrs4	0	0
Lrrc16b	0	1
Cpne6	0	0
Nrl	0	0
Pck2	2	2
Dcaf11	0	2
Fitm1	0	0
Psme1	1	2
Emc9	0	0
Psme2	2	0
Rnf31	3	1
Irf9	0	0
Rec8	1	0
Ipo4	1	3
Tm9sf1	3	2
Tssk4	0	0
Mdp1	0	1
Nedd8	5	2
Gmpr2	2	2
Tinf2	2	3
Tgm1	1	0
Rabggta	3	1
Dhrs1	0	1
Nop9	2	4
Cideb	0	0
Ltb4r2	0	0
Ltb4r1	0	0
Adcy4	0	0
Ripk3	4	0
Nfatc4	0	4
Nynrin	2	5
Cbln3	0	0
Khnyn	0	0
Sdr39u1	1	0
Cma1	0	0
Mcpt-ps1	0	0
Cma2	0	0
Gm5801	0	0
Mcpt1	0	0
Mcpt9	0	0
Mcpt2	0	0
Mcpt4	0	0
Mcpt8	0	0
Mir6949	0	0
Ctsg	0	0
Gzme	0	0
Gzmd	0	0
Gzmg	0	0
Gzmn	0	0
Gzmf	0	0
Gzmc	0	0
Gzmb	0	0
Atp12a	0	0
Rnf17	4	0
Cenpj	1	2
Parp4	1	1
Mphosph8	6	3
Gm16973	0	0
Pspc1	3	6
Zmym5	2	1
Zmym2	2	6
B020004C17Rik	0	0
Gja3	0	1
Gjb2	0	0
Gjb6	0	0
Cryl1	0	0
Ift88	0	0
Il17d	0	0
N6amt2	0	2
Xpo4	2	3
Lats2	0	0
Sap18	0	2
Gm10094	0	0
Mir3077	0	0
Ska3	3	3
Mrpl57	0	0
Zdhhc20	1	0
Micu2	1	0
Fgf9	0	0
1700129C05Rik	0	0
Gm5142	0	0
Rcbtb1	1	6
Gm6904	0	0
Phf11a	0	0
Phf11b	0	0
Phf11d	1	1
Phf11c	0	0
Setdb2	1	0
Cab39l	4	2
Cdadc1	0	1
Shisa2	2	3
Atp8a2	0	0
Nupl1	0	1
Mir719	0	0
Mtmr6	0	0
Amer2	0	0
Spata13	2	4
C1qtnf9	0	0
Mipep	3	3
Tnfrsf19	0	0
Sacs	0	0
Sgcg	0	0
1700109G14Rik	0	0
Arl11	0	0
Ebpl	0	0
Kpna3	9	7
4930556J02Rik	0	0
Spryd7	0	0
Trim13	1	1
Dleu2	0	0
Kcnrg	0	0
Mir16-1	0	0
Mir15a	0	0
Dleu7	0	0
Rnaseh2b	1	2
Gucy1b2	0	0
Fam124a	0	0
Serpine3	0	0
Ints6	0	1
4931440J10Rik	0	0
Wdfy2	1	0
Mir8098	0	0
Mir6541	0	0
Defb48	0	0
Defb47	0	0
Defb43	0	0
Defb30	0	0
Defb42	0	0
2700070H01Rik	0	0
Ctsb	4	5
Fdft1	1	1
Neil2	0	1
Gata4	0	0
Blk	0	0
Fam167a	0	0
Tdh	1	2
Mtmr9	1	2
Xkr6	0	0
Mir598	0	0
Pinx1	1	1
Sox7	0	1
4930578I06Rik	0	0
Rp1l1	0	0
Prss55	0	0
Prss51	0	0
4930471C04Rik	0	0
Prss52	0	0
Msra	0	0
A930011O12Rik	0	0
Mir124a-1	0	0
Mir3078	0	0
Kif13b	1	3
Hmbox1	0	1
Ints9	3	0
Extl3	4	2
Fzd3	1	1
Fbxo16	0	0
Zfp395	2	2
Pnoc	0	0
Elp3	6	9
Nuggc	0	0
Scara5	0	0
Pbk	3	1
Esco2	4	6
Ccdc25	1	2
Scara3	0	0
Clu	1	0
Gulo	0	0
Adam2	0	0
Ephx2	1	2
Chrna2	0	0
Ptk2b	0	0
1700001G11Rik	0	0
Trim35	3	5
Stmn4	0	0
Adra1a	0	0
Dpysl2	0	0
Gm5464	0	0
Pnma2	2	0
Bnip3l	0	2
Ppp2r2a	4	3
Ebf2	0	0
Gm6878	0	0
4930438E09Rik	0	0
Cdca2	5	1
Kctd9	1	2
Gnrh1	0	0
Dock5	0	1
Mir6539	0	0
Nefl	0	1
Nefm	0	0
A230070E04Rik	0	0
Adam7	0	0
Adamdec1	0	0
Adam28	0	0
Stc1	0	0
1700092C10Rik	0	0
Nkx2-6	0	0
Nkx3-1	0	0
Slc25a37	0	1
Synb	0	0
Gm16677	0	0
Entpd4	0	0
Loxl2	1	0
Mir6950	0	0
R3hcc1	0	2
Chmp7	1	4
Tnfrsf10b	0	2
Rhobtb2	0	2
Pebp4	0	0
Egr3	0	0
Bin3	0	0
Ccar2	4	2
9930012K11Rik	0	0
Pdlim2	0	0
Sorbs3	0	0
Ppp3cc	0	0
Slc39a14	2	3
Piwil2	2	1
Polr3d	1	4
Mir320	0	0
Phyhip	1	0
Bmp1	0	0
Sftpc	0	0
Lgi3	0	0
Reep4	3	2
Hr	0	0
Nudt18	0	0
Fam160b2	2	0
Dmtn	0	4
Fgf17	0	2
Npm2	0	0
Xpo7	9	11
Dok2	0	0
2410012E07Rik	0	0
Gfra2	0	0
Gm4251	0	0
4930434J06Rik	0	0
Fndc3a	7	3
Gm9199	1	0
Cysltr2	0	0
Rcbtb2	3	3
Rb1	1	1
Mir687	0	0
Lpar6	0	1
Itm2b	1	0
Med4	0	0
Nudt15	0	0
Sucla2	3	3
4933402J15Rik	0	0
Htr2a	0	0
Esd	2	0
Lrch1	1	0
Gm4278	0	0
Mir466f-3	0	0
5031414D18Rik	0	0
Lrrc63	0	0
Lcp1	0	0
Cpb2	0	0
Zc3h13	3	5
Siah3	0	0
Spert	0	0
4930564B18Rik	0	0
Cog3	0	2
Slc25a30	0	1
Gm4285	0	0
Tpt1	5	5
Snora31	0	0
Gtf2f2	2	3
Kctd4	0	0
Gpalpp1	2	1
Nufip1	3	2
Tsc22d1	11	21
4930444M15Rik	0	0
Serp2	0	0
1700108F19Rik	0	0
Lacc1	0	1
Ccdc122	0	0
Enox1	1	0
Gm6994	0	0
Gm1587	0	0
Dnajc15	0	1
Epsti1	0	0
Fam216b	0	0
Mir1971	0	0
Tnfsf11	0	0
Akap11	6	3
Dgkh	1	1
Vwa8	2	2
Zfp957	0	0
Rgcc	0	0
Naa16	2	2
Mtrf1	0	1
Kbtbd7	2	1
Zbtbd6	1	0
Wbp4	0	3
Elf1	0	1
Sugt1	6	3
Lect1	0	0
4930452G13Rik	0	0
Mir759	0	0
Pcdh8	0	0
Gm10845	0	0
Olfm4	0	0
Pcdh17	0	0
9630013A20Rik	0	0
4930529K09Rik	0	0
Diap3	2	1
Tdrd3	0	1
Pcdh20	0	0
Gm5088	1	0
4930474H20Rik	0	0
Pcdh9	0	0
4921530L21Rik	0	0
Klhl1	0	0
Dach1	0	0
Mzt1	4	2
Bora	1	0
Dis3	2	5
Pibf1	0	0
Klf5	3	4
Klf12	0	0
Prr30	0	0
Tbc1d4	2	0
Commd6	1	0
Uchl3	2	2
Lmo7	0	2
Kctd12	2	0
Mir5130	0	0
4933432I03Rik	0	0
Irg1	0	0
Cln5	2	1
Fbxl3	0	4
Mycbp2	3	5
Scel	0	0
Slain1	0	1
Slain1os	0	0
Ednrb	0	0
4930432J09Rik	0	0
Pou4f1	0	0
Rnf219	2	0
D130009I18Rik	0	0
Gm17066	0	0
Rbm26	2	4
Ndfip2	1	4
5430440P10Rik	0	0
4930449E01Rik	0	0
9330188P03Rik	0	0
Mir6390	0	0
Spry2	1	3
Trim52	0	0
1700128A07Rik	0	0
Slitrk1	0	0
Mir3964	0	0
Slitrk6	0	0
Slitrk5	0	0
Mir466	0	0
4930524C18Rik	0	0
Mir17	0	0
Mir18	0	0
Mir19a	0	0
Mir20a	0	0
Mir19b-1	0	0
Mir17hg	1	0
Mir92-1	0	0
Gpc5	0	0
4930505G20Rik	0	0
Gpc6	0	0
Mir6239	0	0
Dct	0	0
Tgds	1	1
Gpr180	0	0
Sox21	1	0
Mir6241	0	0
Gm9376	0	0
1700044C05Rik	0	0
Abcc4	2	5
Mir6391	0	0
Cldn10	0	0
Dzip1	2	1
Dnajc3	2	0
Uggt2	1	0
Hs6st3	0	0
1700006F04Rik	0	0
Oxgr1	0	0
Mbnl2	1	2
Rap2a	0	2
Ipo5	14	22
Farp1	1	2
Stk24	0	3
Slc15a1	0	0
Dock9	1	0
Ubac2	0	1
Gpr18	0	0
Gpr183	0	0
Timm8a2	0	0
A330035P11Rik	0	0
Tm9sf2	2	1
Clybl	1	2
1700108J01Rik	0	0
Gm5089	0	0
Zic5	0	0
2610035F20Rik	0	0
Zic2	2	0
Pcca	1	0
Ggact	0	0
Tmtc4	0	0
AA536875	0	0
Nalcn	0	0
Itgbl1	0	0
Fgf14	0	0
1700024B18Rik	0	0
Sepp1	0	2
Ccdc152	0	0
Ghr	0	1
Fbxo4	0	0
AW549877	1	7
A630020A06	0	1
BC037032	0	0
Oxct1	2	4
Plcxd3	0	0
C6	0	0
Mroh2b	0	0
C7	0	0
Card6	0	0
Rpl37	2	2
Snord72	0	0
Prkaa1	2	3
Ttc33	3	0
Ptger4	0	1
5430437J10Rik	0	0
Dab2	1	0
C9	0	0
Fyb	0	0
Rictor	3	1
Osmr	0	0
Lifr	1	2
Egflam	0	0
Gdnf	0	0
Wdr70	1	0
Nup155	3	3
2410089E03Rik	2	3
Nipbl	2	5
Slc1a3	1	2
Ranbp3l	0	0
Nadk2	4	1
Skp2	1	4
Lmbrd2	0	1
Ugt3a1	0	0
Ugt3a2	0	0
Capsl	0	0
Il7r	0	0
Spef2	0	0
Prlr	0	2
Agxt2	0	0
Dnajc21	3	2
Brix1	6	6
Rad1	1	0
Ttc23l	0	0
Rai14	1	4
Gm10389	0	0
4930556M19Rik	0	0
Gm19276	0	0
C1qtnf3	0	0
Amacr	0	1
Slc45a2	0	0
Rxfp3	0	0
Adamts12	0	0
Tars	4	6
Npr3	0	0
1700047G03Rik	0	0
Sub1	5	6
Zfr	7	9
Mir1898	0	0
Mtmr12	1	5
Golph3	3	3
Pdzd2	0	0
6030458C11Rik	2	4
Drosha	17	6
Cdh6	0	0
Cdh9	0	0
4921515E04Rik	0	0
Cdh10	0	0
Acot10	0	0
Cdh12	0	0
